column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
58,58,Fall 2019-2020,1233383,2005-05-09,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597016631,2019-10-07,13:02:02,80,250,2.9,88.0,High,56,0.0,,,,Operations and Algebraic Thinking,247,High,The Real and Complex Number Systems,257,High,Geometry,245,High,Statistics and Probability,252.0,High,,,,2019-10-07 13:02:02,2019-2020,2023,Fall
61,61,Fall 2019-2020,1241717,2004-08-20,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173085,2019-10-01,10:53:51,66,227,2.9,46.0,Avg,46,0.0,,,,Operations and Algebraic Thinking,221,LoAvg,The Real and Complex Number Systems,224,LoAvg,Geometry,227,Avg,Statistics and Probability,237.0,HiAvg,,,,2019-10-01 10:53:51,2019-2020,2022,Fall
64,64,Fall 2019-2020,1242387,2004-06-04,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597815671,2019-10-07,09:11:45,31,228,3.0,48.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,234,Avg,The Real and Complex Number Systems,220,LoAvg,Geometry,233,Avg,Statistics and Probability,227.0,Avg,,,,2019-10-07 09:11:45,2019-2020,2022,Fall
67,67,Fall 2019-2020,1242392,2003-11-05,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172550,2019-10-01,10:53:47,28,192,2.9,3.0,Low,52,0.0,,,,Operations and Algebraic Thinking,196,Low,The Real and Complex Number Systems,189,Low,Geometry,186,Low,Statistics and Probability,195.0,Low,,,,2019-10-01 10:53:47,2019-2020,2022,Fall
70,70,Fall 2019-2020,1242394,2004-10-11,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763432,2019-10-15,13:04:02,38,222,2.9,41.0,Avg,50,2.0,,,,Operations and Algebraic Thinking,227,Avg,The Real and Complex Number Systems,216,LoAvg,Geometry,223,Avg,Statistics and Probability,222.0,Avg,,,,2019-10-15 13:04:02,2019-2020,2023,Fall
73,73,Fall 2019-2020,1242556,2003-03-26,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172486,2019-10-01,13:58:42,108,259,3.0,91.0,High,57,0.0,,,,Operations and Algebraic Thinking,265,High,The Real and Complex Number Systems,264,High,Geometry,250,HiAvg,Statistics and Probability,259.0,High,,,,2019-10-01 13:58:42,2019-2020,2021,Fall
76,76,Fall 2019-2020,1242563,2004-10-26,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597613866,2019-10-07,12:58:38,61,241,2.9,77.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,242,HiAvg,Geometry,247,High,Statistics and Probability,232.0,HiAvg,,,,2019-10-07 12:58:38,2019-2020,2023,Fall
79,79,Fall 2019-2020,1242566,2004-11-17,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763417,2019-10-15,09:02:16,125,259,3.0,95.0,High,54,0.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,266,High,Geometry,259,High,Statistics and Probability,248.0,High,,,,2019-10-15 09:02:16,2019-2020,2023,Fall
82,82,Fall 2019-2020,1242568,2004-11-17,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903913,2019-10-15,10:41:17,79,264,3.0,97.0,High,54,0.0,,,,Operations and Algebraic Thinking,266,High,The Real and Complex Number Systems,277,High,Geometry,261,High,Statistics and Probability,250.0,High,,,,2019-10-15 10:41:17,2019-2020,2023,Fall
85,85,Fall 2019-2020,124450,2005-05-12,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597016723,2019-10-08,13:57:05,134,259,3.0,95.0,High,52,0.0,,,,Operations and Algebraic Thinking,255,High,The Real and Complex Number Systems,251,High,Geometry,260,High,Statistics and Probability,270.0,High,,,,2019-10-08 13:57:05,2019-2020,2023,Fall
88,88,Fall 2019-2020,1246026,2003-09-01,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903917,2019-10-15,08:58:29,89,269,3.2,98.0,High,54,0.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,270,High,Geometry,277,High,Statistics and Probability,267.0,High,,,,2019-10-15 08:58:29,2019-2020,2022,Fall
91,91,Fall 2019-2020,1250316,2004-05-12,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172611,2019-10-01,10:53:56,61,226,2.9,44.0,Avg,47,0.0,,,,Operations and Algebraic Thinking,238,HiAvg,The Real and Complex Number Systems,214,LoAvg,Geometry,221,LoAvg,Statistics and Probability,231.0,Avg,,,,2019-10-01 10:53:56,2019-2020,2022,Fall
94,94,Fall 2019-2020,1256295,2005-07-11,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763402,2019-10-15,13:14:33,38,213,3.0,25.0,LoAvg,48,0.0,,,,Operations and Algebraic Thinking,216,LoAvg,The Real and Complex Number Systems,208,Low,Geometry,212,LoAvg,Statistics and Probability,218.0,LoAvg,,,,2019-10-15 13:14:33,2019-2020,2023,Fall
97,97,Fall 2019-2020,1256429,2004-06-12,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596639534,2019-10-07,09:11:47,112,253,2.9,88.0,High,50,0.0,,,,Operations and Algebraic Thinking,259,High,The Real and Complex Number Systems,261,High,Geometry,240,HiAvg,Statistics and Probability,255.0,High,,,,2019-10-07 09:11:47,2019-2020,2022,Fall
100,100,Fall 2019-2020,1256430,2005-07-12,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597614238,2019-10-07,12:58:41,70,246,3.1,84.0,High,52,2.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,242,HiAvg,Geometry,236,HiAvg,Statistics and Probability,250.0,High,,,,2019-10-07 12:58:41,2019-2020,2023,Fall
103,103,Fall 2019-2020,1261863,2004-12-14,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903936,2019-10-08,13:56:58,128,260,3.0,95.0,High,56,0.0,,,,Operations and Algebraic Thinking,260,High,The Real and Complex Number Systems,262,High,Geometry,263,High,Statistics and Probability,256.0,High,,,,2019-10-08 13:56:58,2019-2020,2023,Fall
106,106,Fall 2019-2020,1261869,2005-02-03,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597614079,2019-10-07,12:58:41,60,246,2.9,84.0,High,52,0.0,,,,Operations and Algebraic Thinking,240,HiAvg,The Real and Complex Number Systems,240,HiAvg,Geometry,257,High,Statistics and Probability,242.0,HiAvg,,,,2019-10-07 12:58:41,2019-2020,2023,Fall
109,109,Fall 2019-2020,1261876,2004-06-10,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596639570,2019-10-02,09:03:09,120,258,3.1,92.0,High,51,0.0,,,,Operations and Algebraic Thinking,262,High,The Real and Complex Number Systems,257,High,Geometry,263,High,Statistics and Probability,250.0,High,,,,2019-10-02 09:03:09,2019-2020,2022,Fall
112,112,Fall 2019-2020,1261879,2004-04-28,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172694,2019-10-01,10:53:52,35,215,2.9,24.0,LoAvg,53,1.8868,,,,Operations and Algebraic Thinking,216,LoAvg,The Real and Complex Number Systems,218,LoAvg,Geometry,214,LoAvg,Statistics and Probability,211.0,Low,,,,2019-10-01 10:53:52,2019-2020,2022,Fall
115,115,Fall 2019-2020,1261888,2002-07-03,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172951,2019-10-01,10:53:47,27,210,2.9,17.0,Low,49,5.6604,,,,Operations and Algebraic Thinking,210,Low,The Real and Complex Number Systems,210,Low,Geometry,216,LoAvg,Statistics and Probability,205.0,Low,,,,2019-10-01 10:53:47,2019-2020,2022,Fall
118,118,Fall 2019-2020,1261891,2002-07-03,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173016,2019-10-01,13:58:34,74,269,3.1,96.0,High,60,2.0,,,,Operations and Algebraic Thinking,276,High,The Real and Complex Number Systems,272,High,Geometry,266,High,Statistics and Probability,264.0,High,,,,2019-10-01 13:58:34,2019-2020,2021,Fall
121,121,Fall 2019-2020,1261892,2004-01-12,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173028,2019-09-30,13:17:55,67,254,3.1,86.0,High,50,0.0,,,,Operations and Algebraic Thinking,253,High,The Real and Complex Number Systems,256,High,Geometry,261,High,Statistics and Probability,247.0,HiAvg,,,,2019-09-30 13:17:55,2019-2020,2021,Fall
124,124,Fall 2019-2020,1261893,2003-01-29,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903899,2019-10-15,08:58:33,45,238,2.9,62.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,242,HiAvg,The Real and Complex Number Systems,232,Avg,Geometry,237,Avg,Statistics and Probability,243.0,HiAvg,,,,2019-10-15 08:58:33,2019-2020,2021,Fall
127,127,Fall 2019-2020,1264248,2005-01-19,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763398,2019-10-15,13:04:06,33,197,2.9,7.0,Low,54,0.0,,,,Operations and Algebraic Thinking,206,Low,The Real and Complex Number Systems,194,Low,Geometry,197,Low,Statistics and Probability,188.0,Low,,,,2019-10-15 13:04:06,2019-2020,2023,Fall
130,130,Fall 2019-2020,126455,2002-10-09,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172640,2019-09-30,13:18:48,62,241,2.9,67.0,HiAvg,49,0.0,,,,Operations and Algebraic Thinking,240,HiAvg,The Real and Complex Number Systems,235,Avg,Geometry,243,HiAvg,Statistics and Probability,247.0,HiAvg,,,,2019-09-30 13:18:48,2019-2020,2021,Fall
133,133,Fall 2019-2020,1270044,2005-06-14,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597614161,2019-10-07,12:58:45,60,228,3.1,53.0,Avg,46,0.0,,,,Operations and Algebraic Thinking,232,HiAvg,The Real and Complex Number Systems,229,Avg,Geometry,231,Avg,Statistics and Probability,220.0,LoAvg,,,,2019-10-07 12:58:45,2019-2020,2023,Fall
136,136,Fall 2019-2020,1280701,2004-07-27,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173139,2019-10-01,10:54:02,27,231,2.9,54.0,Avg,47,0.0,,,,Operations and Algebraic Thinking,230,Avg,The Real and Complex Number Systems,234,Avg,Geometry,233,Avg,Statistics and Probability,227.0,Avg,,,,2019-10-01 10:54:02,2019-2020,2022,Fall
139,139,Fall 2019-2020,1282524,2005-01-26,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903997,2019-10-08,13:57:06,104,269,3.0,98.0,High,54,2.0,,,,Operations and Algebraic Thinking,271,High,The Real and Complex Number Systems,276,High,Geometry,266,High,Statistics and Probability,261.0,High,,,,2019-10-08 13:57:06,2019-2020,2023,Fall
142,142,Fall 2019-2020,1282552,2005-05-27,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597614184,2019-10-07,12:58:44,56,252,3.0,90.0,High,58,0.0,,,,Operations and Algebraic Thinking,249,High,The Real and Complex Number Systems,251,High,Geometry,250,High,Statistics and Probability,259.0,High,,,,2019-10-07 12:58:44,2019-2020,2023,Fall
145,145,Fall 2019-2020,1289820,2003-07-14,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597815810,2019-10-07,09:11:50,62,232,3.0,56.0,Avg,46,0.0,,,,Operations and Algebraic Thinking,236,HiAvg,The Real and Complex Number Systems,233,Avg,Geometry,234,Avg,Statistics and Probability,225.0,Avg,,,,2019-10-07 09:11:50,2019-2020,2022,Fall
148,148,Fall 2019-2020,1289821,2004-08-02,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596639586,2019-10-07,09:11:49,81,246,2.9,80.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,248,High,The Real and Complex Number Systems,246,HiAvg,Geometry,246,HiAvg,Statistics and Probability,245.0,HiAvg,,,,2019-10-07 09:11:49,2019-2020,2022,Fall
151,151,Fall 2019-2020,1289822,2004-04-26,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173051,2019-10-01,10:53:45,37,227,2.9,46.0,Avg,51,0.0,,,,Operations and Algebraic Thinking,227,Avg,The Real and Complex Number Systems,226,Avg,Geometry,224,LoAvg,Statistics and Probability,230.0,Avg,,,,2019-10-01 10:53:45,2019-2020,2022,Fall
154,154,Fall 2019-2020,1289823,2003-12-04,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173256,2019-10-01,10:53:53,43,216,2.9,26.0,LoAvg,45,0.0,,,,Operations and Algebraic Thinking,223,LoAvg,The Real and Complex Number Systems,217,LoAvg,Geometry,217,LoAvg,Statistics and Probability,207.0,Low,,,,2019-10-01 10:53:53,2019-2020,2022,Fall
157,157,Fall 2019-2020,1289825,2004-04-14,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,598847568,2019-10-02,09:02:59,66,254,3.0,89.0,High,60,0.0,,,,Operations and Algebraic Thinking,258,High,The Real and Complex Number Systems,258,High,Geometry,249,High,Statistics and Probability,251.0,High,,,,2019-10-02 09:02:59,2019-2020,2022,Fall
160,160,Fall 2019-2020,1289973,2004-02-26,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,598848010,2019-10-02,09:03:03,50,245,2.9,78.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,235,HiAvg,The Real and Complex Number Systems,251,High,Geometry,253,High,Statistics and Probability,241.0,HiAvg,,,,2019-10-02 09:03:03,2019-2020,2022,Fall
163,163,Fall 2019-2020,1294035,2006-04-12,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597815638,2019-10-07,12:58:45,35,244,3.0,81.0,High,50,0.0,,,,Operations and Algebraic Thinking,247,High,The Real and Complex Number Systems,248,High,Geometry,240,HiAvg,Statistics and Probability,242.0,HiAvg,,,,2019-10-07 12:58:45,2019-2020,2023,Fall
166,166,Fall 2019-2020,1294036,2005-01-24,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903993,2019-10-08,13:57:04,87,247,3.0,85.0,High,56,0.0,,,,Operations and Algebraic Thinking,260,High,The Real and Complex Number Systems,236,HiAvg,Geometry,239,HiAvg,Statistics and Probability,249.0,High,,,,2019-10-08 13:57:04,2019-2020,2023,Fall
169,169,Fall 2019-2020,1299938,2004-10-15,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763376,2019-10-15,13:04:51,39,197,3.0,7.0,Low,44,12.0,,,,Operations and Algebraic Thinking,197,Low,The Real and Complex Number Systems,200,Low,Geometry,196,Low,Statistics and Probability,195.0,Low,,,,2019-10-15 13:04:51,2019-2020,2023,Fall
172,172,Fall 2019-2020,1299939,2004-11-10,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763435,2019-10-15,13:11:35,41,221,3.0,39.0,LoAvg,50,10.0,,,,Operations and Algebraic Thinking,223,Avg,The Real and Complex Number Systems,228,Avg,Geometry,214,LoAvg,Statistics and Probability,219.0,LoAvg,,,,2019-10-15 13:11:35,2019-2020,2023,Fall
174,174,Fall 2019-2020,1299940,2004-01-01,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597815817,2019-10-07,09:11:56,62,222,3.0,36.0,LoAvg,44,0.0,,,,Operations and Algebraic Thinking,225,Avg,The Real and Complex Number Systems,227,Avg,Geometry,232,Avg,Statistics and Probability,207.0,Low,,,,2019-10-07 09:11:56,2019-2020,2022,Fall
176,176,Fall 2019-2020,1299942,2003-03-12,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172573,2019-10-01,13:57:51,53,250,3.0,81.0,High,46,1.9231,,,,Operations and Algebraic Thinking,249,HiAvg,The Real and Complex Number Systems,259,High,Geometry,243,HiAvg,Statistics and Probability,246.0,HiAvg,,,,2019-10-01 13:57:51,2019-2020,2021,Fall
179,179,Fall 2019-2020,1299945,2003-07-19,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596763431,2019-10-15,13:04:53,42,224,3.0,45.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,223,Avg,The Real and Complex Number Systems,223,Avg,Geometry,230,Avg,Statistics and Probability,220.0,LoAvg,,,,2019-10-15 13:04:53,2019-2020,2023,Fall
182,182,Fall 2019-2020,1302923,2003-11-21,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,596903919,2019-10-15,08:58:59,113,242,2.9,74.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,245,HiAvg,The Real and Complex Number Systems,234,Avg,Geometry,246,HiAvg,Statistics and Probability,241.0,HiAvg,,,,2019-10-15 08:58:59,2019-2020,2022,Fall
185,185,Fall 2019-2020,140094,2005-06-20,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597016593,2019-10-07,12:59:01,45,244,2.9,81.0,High,50,0.0,,,,Operations and Algebraic Thinking,240,HiAvg,The Real and Complex Number Systems,253,High,Geometry,238,HiAvg,Statistics and Probability,243.0,HiAvg,,,,2019-10-07 12:59:01,2019-2020,2023,Fall
188,188,Fall 2019-2020,142384,2003-02-06,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599173151,2019-10-01,13:56:30,76,260,3.1,91.0,High,56,0.0,,,,Operations and Algebraic Thinking,258,High,The Real and Complex Number Systems,263,High,Geometry,258,High,Statistics and Probability,262.0,High,,,,2019-10-01 13:56:30,2019-2020,2021,Fall
191,191,Fall 2019-2020,156593,2004-04-05,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,597815491,2019-10-07,09:11:57,62,255,3.0,90.0,High,50,0.0,,,,Operations and Algebraic Thinking,256,High,The Real and Complex Number Systems,255,High,Geometry,249,High,Statistics and Probability,260.0,High,,,,2019-10-07 09:11:57,2019-2020,2022,Fall
194,194,Fall 2019-2020,165347,2002-09-03,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172776,2019-09-30,13:20:13,54,226,2.9,39.0,LoAvg,49,0.0,,,,Operations and Algebraic Thinking,220,LoAvg,The Real and Complex Number Systems,233,Avg,Geometry,224,LoAvg,Statistics and Probability,227.0,Avg,,,,2019-09-30 13:20:13,2019-2020,2021,Fall
197,197,Fall 2019-2020,172670,2003-06-04,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,599172953,2019-10-01,13:56:30,98,263,2.9,94.0,High,57,0.0,,,,Operations and Algebraic Thinking,279,High,The Real and Complex Number Systems,263,High,Geometry,258,High,Statistics and Probability,251.0,High,,,,2019-10-01 13:56:30,2019-2020,2021,Fall
