column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
78,78,Fall 2019-2020,1242566,2004-11-17,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597016685,2019-10-14,10:53:31,59,229,3.0,79.0,HiAvg,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",232,High,"Language: Understand, Edit for Grammar, Usage",234,High,"Language: Understand, Edit for Mechanics",221,HiAvg,,,,,,,2019-10-14 10:53:31,2019-2020,2023,Fall
81,81,Fall 2019-2020,1242568,2004-11-17,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597016674,2019-10-14,10:52:18,57,232,2.9,84.0,High,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,High,"Language: Understand, Edit for Grammar, Usage",235,High,"Language: Understand, Edit for Mechanics",231,High,,,,,,,2019-10-14 10:52:18,2019-2020,2023,Fall
84,84,Fall 2019-2020,124450,2005-05-12,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815831,2019-10-07,14:08:22,60,248,3.2,98.0,High,70,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",244,High,"Language: Understand, Edit for Grammar, Usage",246,High,"Language: Understand, Edit for Mechanics",255,High,,,,,,,2019-10-07 14:08:22,2019-2020,2023,Fall
87,87,Fall 2019-2020,1246026,2003-09-01,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597614059,2019-10-08,09:20:13,52,241,2.9,93.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",247,High,"Language: Understand, Edit for Grammar, Usage",236,High,"Language: Understand, Edit for Mechanics",242,High,,,,,,,2019-10-08 09:20:13,2019-2020,2022,Fall
90,90,Fall 2019-2020,1250316,2004-05-12,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815954,2019-10-07,13:57:59,40,218,2.9,48.0,Avg,48,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",222,Avg,"Language: Understand, Edit for Grammar, Usage",217,Avg,"Language: Understand, Edit for Mechanics",215,LoAvg,,,,,,,2019-10-07 13:57:59,2019-2020,2022,Fall
93,93,Fall 2019-2020,1256295,2005-07-11,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613650,2019-10-08,10:58:53,28,209,2.9,31.0,LoAvg,49,1.8868,,,,"Writing: Write, Revise Texts for Purpose and Audience",211,LoAvg,"Language: Understand, Edit for Grammar, Usage",210,LoAvg,"Language: Understand, Edit for Mechanics",204,LoAvg,,,,,,,2019-10-08 10:58:53,2019-2020,2023,Fall
96,96,Fall 2019-2020,1256429,2004-06-12,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613859,2019-10-08,09:02:21,62,245,2.9,96.0,High,57,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",254,High,"Language: Understand, Edit for Grammar, Usage",248,High,"Language: Understand, Edit for Mechanics",231,HiAvg,,,,,,,2019-10-08 09:02:21,2019-2020,2022,Fall
99,99,Fall 2019-2020,1256430,2005-07-12,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815484,2019-10-07,14:08:23,47,245,3.0,97.0,High,64,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",236,High,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",269,High,,,,,,,2019-10-07 14:08:23,2019-2020,2023,Fall
102,102,Fall 2019-2020,1261863,2004-12-14,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613853,2019-10-08,10:58:02,65,240,2.9,93.0,High,57,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",244,High,"Language: Understand, Edit for Grammar, Usage",243,High,"Language: Understand, Edit for Mechanics",235,High,,,,,,,2019-10-08 10:58:02,2019-2020,2023,Fall
105,105,Fall 2019-2020,1261869,2005-02-03,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815885,2019-10-07,14:08:22,30,237,2.9,91.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",239,High,"Language: Understand, Edit for Grammar, Usage",231,High,"Language: Understand, Edit for Mechanics",241,High,,,,,,,2019-10-07 14:08:22,2019-2020,2023,Fall
108,108,Fall 2019-2020,1261876,2004-06-10,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613744,2019-10-08,09:02:15,48,235,2.9,86.0,High,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",246,High,"Language: Understand, Edit for Grammar, Usage",236,High,"Language: Understand, Edit for Mechanics",222,Avg,,,,,,,2019-10-08 09:02:15,2019-2020,2022,Fall
111,111,Fall 2019-2020,1261879,2004-04-28,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815413,2019-10-07,13:56:52,26,193,2.9,4.0,Low,49,1.9608,,,,"Writing: Write, Revise Texts for Purpose and Audience",194,Low,"Language: Understand, Edit for Grammar, Usage",196,Low,"Language: Understand, Edit for Mechanics",189,Low,,,,,,,2019-10-07 13:56:52,2019-2020,2022,Fall
114,114,Fall 2019-2020,1261888,2002-07-03,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597614122,2019-10-08,09:02:13,24,200,2.9,11.0,Low,50,4.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",189,Low,"Language: Understand, Edit for Grammar, Usage",200,Low,"Language: Understand, Edit for Mechanics",211,LoAvg,,,,,,,2019-10-08 09:02:13,2019-2020,2022,Fall
117,117,Fall 2019-2020,1261891,2002-07-03,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815619,2019-10-07,10:53:22,50,260,4.0,99.0,High,85,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",256,High,"Language: Understand, Edit for Grammar, Usage",261,High,"Language: Understand, Edit for Mechanics",268,High,,,,,,,2019-10-07 10:53:22,2019-2020,2021,Fall
120,120,Fall 2019-2020,1261892,2004-01-12,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815828,2019-10-07,10:52:38,49,230,2.9,73.0,HiAvg,52,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",230,HiAvg,"Language: Understand, Edit for Grammar, Usage",226,HiAvg,"Language: Understand, Edit for Mechanics",233,HiAvg,,,,,,,2019-10-07 10:52:38,2019-2020,2021,Fall
123,123,Fall 2019-2020,1261893,2003-01-29,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,596903947,2019-10-15,09:44:54,31,227,2.9,66.0,HiAvg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",226,HiAvg,"Language: Understand, Edit for Grammar, Usage",222,Avg,"Language: Understand, Edit for Mechanics",233,HiAvg,,,,,,,2019-10-15 09:44:54,2019-2020,2021,Fall
126,126,Fall 2019-2020,1264248,2005-01-19,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613911,2019-10-08,11:01:46,31,208,2.9,29.0,LoAvg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",196,Low,"Language: Understand, Edit for Grammar, Usage",213,Avg,"Language: Understand, Edit for Mechanics",217,Avg,,,,,,,2019-10-08 11:01:46,2019-2020,2023,Fall
129,129,Fall 2019-2020,126455,2002-10-09,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815654,2019-10-07,10:52:20,39,227,2.9,66.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",224,Avg,"Language: Understand, Edit for Grammar, Usage",219,Avg,"Language: Understand, Edit for Mechanics",236,High,,,,,,,2019-10-07 10:52:20,2019-2020,2021,Fall
132,132,Fall 2019-2020,1270044,2005-06-14,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815477,2019-10-07,14:08:21,57,217,2.9,51.0,Avg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",211,LoAvg,"Language: Understand, Edit for Grammar, Usage",214,Avg,"Language: Understand, Edit for Mechanics",227,HiAvg,,,,,,,2019-10-07 14:08:21,2019-2020,2023,Fall
135,135,Fall 2019-2020,1280701,2004-07-27,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815597,2019-10-07,13:56:58,21,215,3.0,40.0,LoAvg,53,1.8868,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",210,LoAvg,"Language: Understand, Edit for Mechanics",214,LoAvg,,,,,,,2019-10-07 13:56:58,2019-2020,2022,Fall
138,138,Fall 2019-2020,1282524,2005-01-26,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613890,2019-10-08,10:57:52,52,242,2.9,95.0,High,57,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",236,High,"Language: Understand, Edit for Grammar, Usage",251,High,"Language: Understand, Edit for Mechanics",239,High,,,,,,,2019-10-08 10:57:52,2019-2020,2023,Fall
141,141,Fall 2019-2020,1282552,2005-05-27,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815503,2019-10-07,14:08:16,39,233,2.9,85.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",219,Avg,"Language: Understand, Edit for Grammar, Usage",244,High,"Language: Understand, Edit for Mechanics",233,High,,,,,,,2019-10-07 14:08:16,2019-2020,2023,Fall
144,144,Fall 2019-2020,1289820,2003-07-14,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613969,2019-10-08,09:01:22,47,237,2.9,89.0,High,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,HiAvg,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",242,High,,,,,,,2019-10-08 09:01:22,2019-2020,2022,Fall
147,147,Fall 2019-2020,1289821,2004-08-02,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815394,2019-10-07,13:56:39,28,244,2.9,95.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",246,High,"Language: Understand, Edit for Grammar, Usage",248,High,"Language: Understand, Edit for Mechanics",237,High,,,,,,,2019-10-07 13:56:39,2019-2020,2022,Fall
150,150,Fall 2019-2020,1289822,2004-04-26,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597614246,2019-10-08,09:01:19,33,220,2.9,53.0,Avg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",214,LoAvg,"Language: Understand, Edit for Mechanics",218,Avg,,,,,,,2019-10-08 09:01:19,2019-2020,2022,Fall
153,153,Fall 2019-2020,1289823,2003-12-04,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815748,2019-10-07,13:56:46,50,221,2.9,56.0,Avg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",214,LoAvg,"Language: Understand, Edit for Grammar, Usage",222,Avg,"Language: Understand, Edit for Mechanics",228,HiAvg,,,,,,,2019-10-07 13:56:46,2019-2020,2022,Fall
156,156,Fall 2019-2020,1289825,2004-04-14,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815697,2019-10-07,13:57:09,37,220,2.9,53.0,Avg,51,3.7736,,,,"Writing: Write, Revise Texts for Purpose and Audience",218,Avg,"Language: Understand, Edit for Grammar, Usage",224,HiAvg,"Language: Understand, Edit for Mechanics",217,Avg,,,,,,,2019-10-07 13:57:09,2019-2020,2022,Fall
159,159,Fall 2019-2020,1289973,2004-02-26,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815494,2019-10-07,13:56:51,25,232,2.9,81.0,High,53,3.7736,,,,"Writing: Write, Revise Texts for Purpose and Audience",228,HiAvg,"Language: Understand, Edit for Grammar, Usage",227,HiAvg,"Language: Understand, Edit for Mechanics",241,High,,,,,,,2019-10-07 13:56:51,2019-2020,2022,Fall
162,162,Fall 2019-2020,1294035,2006-04-12,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613998,2019-10-08,10:58:08,30,235,3.0,88.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",242,High,"Language: Understand, Edit for Grammar, Usage",234,High,"Language: Understand, Edit for Mechanics",231,High,,,,,,,2019-10-08 10:58:08,2019-2020,2023,Fall
165,165,Fall 2019-2020,1294036,2005-01-24,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597614038,2019-10-08,10:57:52,53,230,2.9,80.0,HiAvg,54,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",232,High,"Language: Understand, Edit for Grammar, Usage",230,HiAvg,"Language: Understand, Edit for Mechanics",227,HiAvg,,,,,,,2019-10-08 10:57:52,2019-2020,2023,Fall
168,168,Fall 2019-2020,1299938,2004-10-15,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613818,2019-10-08,10:58:13,30,192,2.9,6.0,Low,43,5.6604,,,,"Writing: Write, Revise Texts for Purpose and Audience",188,Low,"Language: Understand, Edit for Grammar, Usage",198,Low,"Language: Understand, Edit for Mechanics",189,Low,,,,,,,2019-10-08 10:58:13,2019-2020,2023,Fall
171,171,Fall 2019-2020,1299939,2004-11-10,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815411,2019-10-07,14:08:12,55,217,2.9,51.0,Avg,45,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",216,Avg,"Language: Understand, Edit for Grammar, Usage",214,Avg,"Language: Understand, Edit for Mechanics",220,Avg,,,,,,,2019-10-07 14:08:12,2019-2020,2023,Fall
175,175,Fall 2019-2020,1299942,2003-03-12,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597815483,2019-10-07,10:52:24,37,238,2.9,88.0,High,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",234,High,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",240,High,,,,,,,2019-10-07 10:52:24,2019-2020,2021,Fall
178,178,Fall 2019-2020,1299945,2003-07-19,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,597613856,2019-10-08,10:59:00,34,212,2.9,38.0,LoAvg,45,11.3208,,,,"Writing: Write, Revise Texts for Purpose and Audience",217,Avg,"Language: Understand, Edit for Grammar, Usage",208,LoAvg,"Language: Understand, Edit for Mechanics",212,LoAvg,,,,,,,2019-10-08 10:59:00,2019-2020,2023,Fall
181,181,Fall 2019-2020,1302923,2003-11-21,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,596903967,2019-10-15,13:58:30,61,226,2.9,68.0,HiAvg,47,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",216,Avg,"Language: Understand, Edit for Grammar, Usage",219,Avg,"Language: Understand, Edit for Mechanics",240,High,,,,,,,2019-10-15 13:58:30,2019-2020,2022,Fall
